ano,dp,dpto,sexo,a_defun,c_bas1,nombre_enfermedad,gru_edad,n,total
1987,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,11252
1987,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,7569
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,62830
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,34307
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,163042
1988,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,18594
1989,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,12619
1990,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,37113
1990,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,26440
1991,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,6633
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,48759
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,49583
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,14444
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,8536
1993,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,9152
1994,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,9011
1995,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,49466
1995,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,22029
1995,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,44691
1995,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,16772
1996,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,33120
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,2,113812
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,55311
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,17703
1996,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,9937
1996,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,14235
1997,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,8278
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,46245
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,38090
1997,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,10408
1998,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,2,157780
1998,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,39070
1998,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,19646
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,48379
1999,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,11663
2000,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,17092
2000,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,21556
2001,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,27607
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,41320
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,32882
2001,76,Valle del Cauca,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,108726
2001,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,1680
2002,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,60713
2002,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,42062
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,36924
2003,76,Valle del Cauca,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,62512
2003,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,73520
2003,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,24923
2004,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,25929
2005,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,21197
2005,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,159659
2005,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,36002
2005,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,13062
2006,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,21756
2006,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,12804
2006,76,Valle del Cauca,Hombre,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,84910
2006,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,63706
2006,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,36691
2006,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,17471
2006,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,13935
2007,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,69534
2007,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,107796
2007,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,66528
2007,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,18422
2007,76,Valle del Cauca,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,37461
2008,76,Valle del Cauca,Hombre,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,89640
2008,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,51433
2008,76,Valle del Cauca,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,15865
2009,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,43480
2009,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,14671
2009,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,10580
2009,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,29581
2009,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,17021
2010,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,44979
2010,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,132680
2010,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,116672
2010,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,74726
2010,76,Valle del Cauca,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,40915
2011,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,33423
2011,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,23671
2011,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,19559
2013,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,35627
2013,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,83350
2014,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,66165
2014,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,108410
2014,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,22622
2014,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,23350
2015,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,15771
2015,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,2,128339
2015,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,23125
2015,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,24529
2016,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,2,107489
2016,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,16823
2016,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,16596
2016,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,36259
2017,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,143306
2017,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,128951
2017,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,97257
2017,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,74991
2017,76,Valle del Cauca,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,37918
2018,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,75098
2018,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,42466
2018,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,42466
2018,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,128029
2019,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,59673
2019,76,Valle del Cauca,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,18931
2019,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,129836
2019,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,61521
2019,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,26803
2020,76,Valle del Cauca,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,45654
2020,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,125209
2020,76,Valle del Cauca,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,44787
1985,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,39893
1985,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,29528
1985,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,9742
1985,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9366
1985,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,157811
1985,76,Valle del Cauca,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,150036
1985,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,16161
1985,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,12206
1985,76,Valle del Cauca,Mujer,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,136579
1985,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2834
1986,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,41632
1986,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,31066
1986,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,10060
1986,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,8737
1986,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,159667
1986,76,Valle del Cauca,Hombre,Cabecera Municipal,1949,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,8737
1986,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1599
1986,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,23707
1986,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,17007
1986,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8108
1987,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,60691
1987,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,51096
1987,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,16818
1987,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,161344
1987,76,Valle del Cauca,Hombre,Cabecera Municipal,1946,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,23650
1987,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,51949
1987,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,24819
1987,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,11285
1987,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,149253
1987,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,4052
1987,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,2791
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,44475
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,24501
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,17376
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,10980
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6315
1988,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,158950
1988,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,128255
1988,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,45799
1988,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,25974
1988,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,151027
1989,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,45517
1989,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,35808
1989,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6355
1989,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,164901
1989,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,1392
1989,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,87674
1989,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,47038
1989,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,37377
1989,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7493
1989,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,87674
1990,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,82845
1990,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,46281
1990,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,18540
1990,76,Valle del Cauca,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6481
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,135991
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,48002
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,28440
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,20388
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,10076
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,150290
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,142739
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,156372
1990,76,Valle del Cauca,Mujer,Cabecera Municipal,1949,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,153384
1991,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,27562
1991,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,169037
1991,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,161959
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,139145
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,74627
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,58208
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,29852
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7709
1991,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,157332
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,149619
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,56896
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,39197
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6861
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,170968
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,56896
1992,76,Valle del Cauca,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,147039
1992,76,Valle del Cauca,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,7910
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,77827
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8065
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9382
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,148365
1992,76,Valle del Cauca,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,121409
1992,76,Valle del Cauca,Mujer,Centros Poblados y Rural Disperso,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,1946
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,147136
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,110551
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,30116
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,20521
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7204
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,40131
1993,76,Valle del Cauca,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,13116
